id,课程名,封面地址,课程时长,课程价格,课程简介,讲师,地址 
1007,手把手教你把Python应用到实际开发 不再空谈语法,https://coding.imooc.com/class/240.html, 8小时,￥166.00,手把手教你把Python应用到实际开发不再空谈语法,null,null
1008,Python3实战Spark大数据分析及调度,https://coding.imooc.com/class/249.html,15小时,￥366.00,Python3实战-PySpark+Azkaban完成气象数据分析项目,null,null
1009,Java生产环境下性能监控与调优详解,https://coding.imooc.com/class/241.html, 7小时15分钟,￥188.00,Java生产环境下性能监控与调优详解，轻松晋级中高级工程师,null,null
1010,Jenkins+Ansible+Gitlab,https://coding.imooc.com/class/253.html, 7小时30分钟,￥166.00,Jenkins+Ansible+Gitlab-三剑合璧掌握自动化部署,null,null
1011,一站式学习Redis ,https://coding.imooc.com/class/151.html,16小时,￥348.00,一站式学习Redis从入门到高可用分布式实践,null,null
1012,Spring Boot2.0深度实践之核心技术篇,https://coding.imooc.com/class/252.html,17小时,￥366.00,SpringBoot2.0深度实践核心原理拆解+源码分析,null,null
1013,Java分布式后台开发,https://coding.imooc.com/class/254.html,12小时30分钟,￥299.00,Java分布式后台开发SpringBoot+Kafka+HBase,null,null
1014,Javascript 设计模式系统讲解与应用,https://coding.imooc.com/class/255.html,11小时38分钟,￥288.00,Javascript设计模式系统讲解与应用覆盖基础理论与实战应用,null,null
1015,纯正商业级应用-微信小程序开发实战,https://coding.imooc.com/class/251.html,20小时 5分钟,￥366.00,纯正商业级微信小程序应用实战，全方位小程序特性讲解,null,null
1016,深度学习之神经网络(CNN/RNN/GAN),https://coding.imooc.com/class/259.html,22小时30分钟,￥466.00,深度学习之神经网络(CNN/RNN/GAN)算法原理+实战,null,null
1017,专为程序员设计的线性代数课程,https://coding.imooc.com/class/260.html,23小时23分钟,￥348.00,结合编程学数学专为程序员设计的线性代数,null,null
1018,Netty+Spring Boot仿微信,https://coding.imooc.com/class/261.html,16小时10分钟,￥348.00,Netty+SpringBoot仿微信-全栈开发高性能后台及客户端,null,null
1019,RabbitMQ消息中间件技术精讲,https://coding.imooc.com/class/262.html,14小时,￥348.00,RabbitMQ消息中间件精讲从0到1驾驭RabbitMQ应用与设计,null,null
1020,Selenium3 与 Python3 实战 Web自动化测试框架,https://coding.imooc.com/class/269.html,13小时30分钟,￥288.00,Selenium3与Python3实战Web自动化测试框架,null,null
1021,Java设计模式精讲  Debug方式+内存分析 ,https://coding.imooc.com/class/270.html,15小时25分钟,￥299.00,Java设计模式精讲-Debug方式+内存分析，真正学懂设计模式,null,null
1022,MySQL数据库集群-PXC方案,https://coding.imooc.com/class/274.html,13小时,￥299.00,MySQL数据库集群-PXC方案，解决数据库领域的常见疑难杂症,null,null
1023,Java并发编程高阶技术,https://coding.imooc.com/class/275.html,13小时33分钟,￥299.00,高性能Java并发框架disruptor源码解析与实战,null,null
1024,Nginx入门到实践－Nginx中间件,https://coding.imooc.com/class/121.html,14小时,￥266.00,Nginx入门到实践-Nginx中间件应用+搭建Webserver架构,null,null
1025,经典再升级-FFmpeg音视频核心技术全面精讲+实战 ,https://coding.imooc.com/class/279.html,,￥348.00,经典再升级-FFmpeg音视频核心技术全面精讲+实战,null,null
1026,three.js-打造微信爆款小游戏跳一跳,https://coding.imooc.com/class/282.html,15小时,￥366.00,three.js-打造微信爆款小游戏跳一跳快速掌握3D游戏开发,null,null
1027,React服务器渲染原理解析与实践,https://coding.imooc.com/class/276.html,10小时,￥266.00,React服务器渲染原理深度解析，掌握大型项目服务端渲染技术,null,null
1028,Kubernetes实战,https://coding.imooc.com/class/284.html, 7小时 1分钟,￥199.00,"Kubernetes实战高可用集群搭建,配置,运维与应用",null,null
1029,移动端Python爬虫实战,https://coding.imooc.com/class/283.html,,￥348.00,移动端Python爬虫实战数据抓取+数据可视化,null,null
1030,Go语言开发分布式任务调度 ,https://coding.imooc.com/class/281.html,13小时,￥299.00,Go语言开发分布式任务调度轻松搞定高性能Crontab,null,null
1031,Socket网络编程进阶与实战 ,https://coding.imooc.com/class/286.html,21小时,￥348.00,Socket网络编程进阶与实战系统掌握Socket核心技术,null,null
1032,Vue 实战商业级读书Web APP 全面提升技能,https://coding.imooc.com/class/285.html,23小时35分钟,￥366.00,Vue实战商业级读书WebAPP全面提升技能,null,null
1033,Tornado从入门到进阶 打造支持高并发的技术论坛,https://coding.imooc.com/class/290.html,18小时,￥388.00,Tornado从入门到进阶打造支持高并发的技术论坛,null,null
1034,RocketMQ核心技术精讲与高并发抗压实战,https://coding.imooc.com/class/292.html,18小时,￥399.00,RocketMQ核心技术精讲与高并发抗压实战,null,null
1035,MySQL面试指南,https://coding.imooc.com/class/296.html,12小时,￥288.00,MySQL面试指南中高级开发者的晋升加薪利器,null,null
1036,深度学习之目标检测常用算法原理+实践精讲,https://coding.imooc.com/class/298.html,19小时,￥499.00,深度学习之目标检测常用算法原理+实践精讲,null,null
1037,BAT大牛亲授 个性化推荐算法实战,https://coding.imooc.com/class/297.html,12小时 6分钟,￥399.00,个性化推荐算法实战（可用于毕设）BAT大牛亲授,null,null
1038,助力Python功能测试人员进阶Web自动化测试,https://coding.imooc.com/class/299.html,15小时20分钟,￥288.00,PythonWeb自动化测试系统入门在测试行业更抢手,null,null
1039,面试跳槽提升必备 全面解析iOS中的Runtime机制,https://coding.imooc.com/class/300.html,17小时30分钟,￥366.00,面试跳槽提升必备全面解析iOS中的Runtime机制,null,null
1040,移动端App UI设计入门与实战,https://coding.imooc.com/class/159.html,10小时,￥199.00,移动端AppUI设计入门与实战，培养有产品思维的设计师,null,null
1041,React Native从入门到实战,https://coding.imooc.com/class/304.html,,￥399.00,ReactNative从入门到实战打造高质量上线App,null,null
1042,BAT大牛亲授,https://coding.imooc.com/class/167.html,15小时,￥348.00,BAT大牛亲授基于ElasticSearch的搜房网实战,null,null
1043,Java企业级电商项目架构演进之路,https://coding.imooc.com/class/162.html,17小时,￥399.00,Java企业级电商项目架构演进之路Tomcat集群与Redis分布式,null,null
1044,全面系统讲解CSS,https://coding.imooc.com/class/164.html,11小时,￥149.00,全面系统讲解CSS，从容面对日常使用，顺利搞定面试问答,null,null
1045,Java大数据实战 Storm构建实时流处理,https://coding.imooc.com/class/172.html,15小时,￥388.00,Java大数据实战，巧用Storm快速切入实时流处理领域,null,null
1046,Java秒杀系统方案优化 高性能高并发实战,https://coding.imooc.com/class/168.html,14小时30分钟,￥288.00,Java秒杀系统方案优化，掌握海量访问通用解决方案,null,null
1047,Python+Django+Ansible ,https://coding.imooc.com/class/160.html,15小时,￥388.00,Python+Django+AnsiblePlaybook自动化运维项目实战,null,null
1048,微信小游戏入门与实战 引爆朋友圈,https://coding.imooc.com/class/183.html, 5小时11分钟,￥99.00,微信小游戏入门与实战，一天之内搞定微信小游戏开发,null,null
1049,Elastic Stack从入门到实践,https://coding.imooc.com/class/181.html,14小时,￥348.00,ElasticStack从入门到实践，自己动手搭建数据分析系统,null,null
1050,React16+React-Router4 ,https://coding.imooc.com/class/179.html,16小时,￥348.00,React16+React-Router4从零打造企业级电商后台管理系统,null,null
1051,Google资深工程师深度讲解Go语言,https://coding.imooc.com/class/180.html,,￥399.00,Google资深工程师深度讲解Go语言由浅入深掌握Go语言,null,null
1052,Python移动自动化测试面试,https://coding.imooc.com/class/182.html,14小时,￥299.00,Python移动自动化测试面试-面试分析+知识理论+面试技巧,null,null
1053,Python3数据分析与挖掘建模实战,https://coding.imooc.com/class/185.html,12小时12分钟,￥299.00,Python3数据分析与挖掘建模实战，快速胜任数据分析师,null,null
1054,Java并发编程入门与高并发面试,https://coding.imooc.com/class/195.html,12小时30分钟,￥299.00,Java高并发编程，构建并发编程知识体系，提升面试成功率,null,null
1055,Vue核心技术,https://coding.imooc.com/class/196.html,15小时,￥366.00,Vue核心技术Vue+Vue-Router+Vuex+SSR实战精讲,null,null
1056,Docker+Kubernetes(k8s)微服务容器化实践,https://coding.imooc.com/class/198.html,15小时,￥366.00,Docker+Kubernetes(k8s)微服务容器化实践,null,null
1057,ZooKeeper分布式专题与Dubbo微服务入门,https://coding.imooc.com/class/201.html,10小时,￥199.00,ZooKeeper分布式专题与Dubbo微服务入门，成长与加薪必备,null,null
1058,资深大牛带你深度剖析ios面试,https://coding.imooc.com/class/202.html,16小时,￥366.00,新浪微博资深大牛全方位剖析iOS高级面试,null,null
1059,Python3高级核心技术97讲,https://coding.imooc.com/class/200.html,18小时,￥399.00,Python3高级核心技术97讲，初中级向高级进阶的必学课程,null,null
1060,面面俱到的Java接口自动化测试实战,https://coding.imooc.com/class/204.html,13小时30分钟,￥266.00,Java接口自动化测试实战，理论基础+典型应用场景全面搞定,null,null
1061,Python Flask高级编程之从0到1开发《鱼书》精品项目,https://coding.imooc.com/class/194.html,19小时38分钟,￥399.00,PythonFlask高级编程之从0到1开发《鱼书》精品项目,null,null
1062,Gradle3.0自动化项目构建技术精讲+实战,https://coding.imooc.com/class/206.html,12小时,￥199.00,Gradle3.0自动化项目构建技术精讲+企业级案例实操,null,null
1063,MyCAT+MySQL,https://coding.imooc.com/class/208.html, 9小时,￥199.00,MyCAT+MySQL搭建高可用企业级数据库集群,null,null
1064,Vue2.5-2.6-3.0 开发去哪儿网App ,https://coding.imooc.com/class/203.html,,￥266.00,Vue2.5-2.6-3.0开发去哪儿网App从零基础入门到实战项目开发,null,null
1065,产品交互设计快速入门与实战,https://coding.imooc.com/class/221.html,14小时30分钟,￥199.00,短视频社交App交互设计实战，更深入的看透互联网产品的本质,null,null
1066,学习Scala进击大数据Spark生态圈,https://coding.imooc.com/class/215.html, 7小时30分钟,￥188.00,学习Scala进击大数据Spark生态圈，收获高薪未来,null,null
1067,Docker环境下的前后端分离项目部署与运维,https://coding.imooc.com/class/219.html, 7小时30分钟,￥148.00,Docker环境下的企业级前后端分离项目部署与运维,null,null
1068,HTTP协议原理+实践 ,https://coding.imooc.com/class/225.html, 5小时,￥99.00,HTTP协议原理+实践完整案例解析主流技术,null,null
1069,Activiti6.0工作流引擎深度解析,https://coding.imooc.com/class/226.html,18小时,￥399.00,Activiti6.0工作流引擎深度解析从容应对复杂业务变化,null,null
